href,title,from_topicLv1Key,from_topicLv1Label,from_topicLv2Key,from_topicLv2Label,planned_to_topicLv1Key,planned_to_topicLv1Label,actual_to_topicLv1Key,actual_to_topicLv1Label,status
thu-vien/quyet-dinh-595-qd-bhxh-thay-the-qd-959-cua-bhxh-viet-nam.html,Quyết định 595/QĐ-BHXH thay thế QĐ 959/QĐ-BHXH của BHXH Việt Nam,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/quyet-dinh-61-qd-tld-ve-dieu-chinh-giam-muc-dong-doan-phi-cong-doan.html,Giảm mức đóng đoàn phí công đoàn từ ngày 01/07/2025,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/quyet-dinh-636-qd-bhxh-quy-dinh-ve-che-do-bhxh.html,Quyết định 636/QĐ-BHXH Quy định về chế độ BHXH,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/quyet-dinh-919-qd-bhxh-ngay-26-8-2015-cua-bhxh-viet-nam.html,Quyết định 919/QĐ-BHXH Sửa đổi bổ sung QĐ 01/QĐ-BHXH,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/quyet-dinh-959-qd-bhxh-quy-dinh-ve-bhxh-bhyt-bhtn.html,"Quyết định 959/QĐ-BHXH Quy định về BHXH, BHYT, BHTN",van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/quyet-dinh-so-01-qd-bhxh-che-do-bao-hiem-xa-hoi.html,Quyết định số 01/QĐ-BHXH Chế độ bảo hiểm xã hội,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/thong-tu-01-2021-tt-bkhdt-huong-dan-ve-dang-ky-doanh-nghiep.html,Thông tư 01/2021/TT-BKHĐT hướng dẫn về đăng ký doanh nghiệp,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,ok
thu-vien/thong-tu-03-2015-tt-bldtbxh-dieu-chinh-tien-luong-da-dong-bhxh.html,Thông tư 03/2015/TT-BLĐTBXH điều chỉnh tiền lương đã đóng BHXH,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/thong-tu-04-vbhn-btc-van-ban-hop-nhat-ve-thue-tncn.html,Thông tư 04/VBHN-BTC văn bản hợp nhất về thuế TNCN,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-07-2007-ttlt-btm-btc-quy-dinh-ve-khuyen-mai-hoi-cho-trien-lam.html,"Thông tư 07/2007/TTLT-BTM-BTC quy định về khuyến mãi, hội chợ, triển lãm",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-09-2015-tt-btc-giao-dich-tai-chinh-cua-doanh-nghiep.html,Thông tư 09/2015/TT-BTC quy định giao dịch tài chính của doanh nghiệp,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,mismatch
thu-vien/thong-tu-10-2020-tt-bldtbxh-huong-dan-luat-lao-dong.html,Thông tư 10/2020/TT-BLĐTBXH hướng dẫn Luật lao động,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/thong-tu-100-2021-tt-btc-sua-doi-bo-sung-thong-tu-40-2021.html,"Thông tư 100/2021/TT-BTC sửa đổi, bổ sung Thông tư 40/2021",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-105-2020-tt-btc-huong-dan-ve-dang-ky-thue.html,Thông tư 105/2020/TT-BTC hướng dẫn về đăng ký thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-111-2013-tt-btc-huong-dan-thi-ha-nh-luat-thue-tncn.html,Thông tư 111/2013/TT-BTC hướng dẫn thi hành Luật thuế TNCN,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-130-2016-tt-btc-huong-dan-nghi-dinh-100-luat-106.html,"Thông tư 130/2016/TT-BTC hướng dẫn Nghị định 100, Luật 106/2016/QH13",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-132-2018-tt-btc-che-do-ke-toan-doanh-nghiep-sieu-nho.html,Thông tư 132/2018/TT-BTC Chế độ kế toán Doanh nghiệp siêu nhỏ,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,ke-toan,Kế toán,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,mismatch
thu-vien/thong-tu-141-2013-tt-btc-thi-hanh-luat-thue-tndn-va-gtgt.html,Thông tư 141/2013/TT-BTC hướng dẫn thi hành luật thuế TNDN và GTGT,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-151-2014-tt-btc-huong-dan-thi-hanh-nd-91-quy-dinh-ve-thue.html,Thông tư 151/2014/TT-BTC hướng dẫn thi hành NĐ 91 quy định về thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-16-vbhn-btc-van-ban-hop-nhat-ve-thue-gtgt.html,Thông tư 16/VBHN-BTC Văn bản hợp nhất về thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-166-2013-tt-btc-xu-phat-vi-pham-hanh-chinh-ve-thue.html,Thông tư 166/2013/TT-BTC xử phạt vi phạm hành chính về Thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-17-vbhn-btc-van-ban-hop-nhat-ve-hoa-don.html,Thông tư 17/VBHN-BTC Văn bản hợp nhất về hóa đơn,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-173-2016-tt-btc-sua-doi-bo-sung-thong-tu-219.html,"Thông tư 173 /2016/TT-BTC sửa đổi, bổ sung Thông tư 219",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-176-2016-tt-btc-xu-phat-vi-pham-hanh-chinh-ve-hoa-don.html,Thông tư 176/2016/TT-BTC Xử phạt vi phạm hành chính về hóa đơn,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-18-2026-tt-btc-ve-thue-doi-voi-ho-ca-nhan-kinh-doanh.html,"Thông tư 18/2026/TT-BTC quy định về thuế đối với hộ, cá nhân kinh doanh",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-18-vbhn-btc-van-ban-hop-nhat-ve-quan-ly-thue.html,Thông tư 18/VBHN-BTC văn bản hợp nhất về quản lý thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-20-2026-tt-btc-huong-dan-luat-thue-tndn.html,Thông tư 20/2026/TT-BTC hướng dẫn về Thuế TNDN,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-200-2014-tt-btc-che-do-ke-toan-doanh-nghiep.html,Thông tư 200/2014/TT-BTC Chế độ kế toán Doanh nghiệp,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,ke-toan,Kế toán,ke-toan,Kế toán,ok
thu-vien/thong-tu-202-2014-tt-btc-huong-dan-lap-bao-cao-tai-chinh-hop-nhat.html,Thông tư 202/2014/TT-BTC Hướng dẫn lập và trình bày BCTC hợp nhất,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-219-2013-tt-btc-huong-dan-thi-hanh-luat-thue-gtgt.html,Thông tư 219/2013/TT-BTC hướng dẫn thi hành luật thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-23-2014-tt-bldtbxh-quy-dinh-ve-tuyen-dung-va-bao-cao-su-dung-lao-dong.html,Thông tư 23/2014/TT-BLĐTBXH Quy định về tuyển dụng và báo cáo sử dụng lao động,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/thong-tu-23-2015-tt-bldtbxh-quy-dinh-ve-tien-luong.html,Thông tư 23/2015/TT-BLĐTBXH quy định về cách tính lương cho người lao động,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/thong-tu-25-2018-tt-btc-huong-dan-nghi-dinh-146-2017-nd-cp.html,Thông tư 25/2018/TT-BTC hướng dẫn Nghị định 146/2017/NĐ-CP,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-26-2015-tt-btc-huong-dan-thue-gtgt-va-quan-ly-thue.html,Thông tư 26/2015/TT-BTC hướng dẫn về thuế GTGT và quản lý thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-26-vbhn-btc-van-ban-hop-nhat-thue-tndn.html,Thông tư 26/VBHN –BTC văn bản hợp nhất thuế TNDN,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-302-2016-tt-btc-huong-dan-ve-le-phi-mon-bai.html,Thông tư 302/2016/TT-BTC Hướng dẫn về lệ phí môn bài,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-32-2025-tt-btc-hoa-don-dien-tu.html,Thông tư 32/2025/TT-BTC thay thế Thông tư 78/2021 về hóa đơn điện tử,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-324-2016-tt-btc-he-thong-muc-luc-ngan-sach-nha-nuoc.html,Thông tư 324/2016/TT-BTC Quy định mục lục ngân sách nhà nước.,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-37-2017-tt-btc-sua-doi-bo-sung-thong-tu-39.html,"Thông tư 37/2017/TT-BTC sửa đổi, bổ sung Thông tư 39 về hóa đơn",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-39-2014-tt-btc-nhung-quy-dinh-moi-ve-hoa-don.html,Thông tư 39/2014/TT-BTC Những quy định mới về hóa đơn,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-39-2025-tt-bct-quy-dinh-ve-han-muc-khuyen-mai-giam-gia.html,Thông tư 39/2025/TT-BCT quy định về hạn mức khuyến mại giảm giá,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-40-2021-tt-btc-quy-dinh-thue-cho-ho-ca-nhan-kinh-doanh.html,"Thông tư 40/2021/TT-BTC quy định thuế GTGT, TNCN cho cá nhân, hộ kinh doanh",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-47-2015-tt-bldtbxh-quy-dinh-ve-muc-luong-va-phu-cap-luong.html,Thông tư 47/2015/TT-BLĐTBXH quy định về mức lương và phụ cấp lương,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-59-2015-bldtbxh-huong-dan-luat-bhxh-bat-buoc.html,Thông tư 59/2015/TT-BLĐTBXH hướng dẫn Luật BHXH bắt buộc,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/thong-tu-64-2013-tt-btc-quy-dinh-ve-hoa-don-gtgt-ban-hang.html,Thông tư 64/2013/TT-BTC hướng dẫn thi hành Nghị định số 51/2010/NĐ-CP,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-64-2015-ttlt-btc-bct-bca-bqp-quy-dinh-ve-hoa-don.html,Thông tư 64/2015/TTLT-BTC-BCT-BCA-BQP quy định về hóa đơn hàng nhập khẩu,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-65-2020-tt-btc-quy-dinh-ve-thue-mon-bai.html,Thông tư 65/2020/TT-BTC quy định về thuế môn bài,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-68-2019-tt-btc-quy-dinh-ve-hoa-don-dien-tu.html,Thông tư 68/2019/TT-BTC quy định về hóa đơn điện tử,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-69-2025-tt-btc-huong-dan-ve-thue-gtgt.html,Thông tư 69/2025/TT-BTC Hướng dẫn về thuế GTGT từ ngày 01/07/2025,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-75-2015-tt-btc-sua-doi-bo-sung-dieu-128-tt-200.html,"Thông tư 75/2015/TT-BTC sửa đổi, bổ sung điều 128 Thông tư 200/2014/TT-BTC",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,ke-toan,Kế toán,ke-toan,Kế toán,ok
thu-vien/thong-tu-78-2014-tt-btc-huong-dan-thi-hanh-luat-thue-tndn.html,Thông tư 78/2014/TT-BTC hướng dẫn thi hành luật thuế TNDN,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-78-2021-tt-btc-quy-dinh-ve-hoa-don-dien-tu.html,Thông tư 78/2021/TT-BTC quy định về hoá đơn điện tử,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-88-2020-tt-btc-huong-dan-ve-hoa-don-dien-tu.html,Thông tư 88/2020/TT-BTC hướng dẫn về hóa đơn điện tử,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-88-che-do-ke-toan-cho-ca-nhan-ho-kinh-doanh.html,"Thông tư 88/2021/TT-BTC chế độ kế toán cho cá nhân, hộ kinh doanh",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,ke-toan,Kế toán,ke-toan,Kế toán,ok
thu-vien/thong-tu-92-2015-quy-dinh-ve-thue-gtgt-tncn-doi-voi-ca-nhan.html,"Thông tư 92/2015/TT-BTC quy định về thuế GTGT, TNCN đối với cá nhân",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-93-2017-tt-btc-sua-doi-bo-sung-tt-156-119-219.html,"Thông tư 93/2017/TT-BTC Sửa đổi, bổ sung TT 219, 119, 156",van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-95-2016-tt-btc-huong-dan-dang-ky-thue.html,Thông tư 95/2016/TT- BTC Hướng dẫn đăng ký Thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-96-2015-tt-btc-huong-dan-thue-thu-nhap-doanh-nghiep.html,Thông tư 96/2015/TT-BTC Hướng dẫn Luật thuế TNDN năm 2015,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-99-2025-tt-btc-huong-dan-che-do-ke-toan-dn.html,Thông tư 99/2025/TT-BTC hướng dẫn Chế độ kế toán doanh nghiệp,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,ke-toan,Kế toán,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,mismatch
thu-vien/thong-tu-so-10-2014-tt-btc-xu-phat-vi-pham-ve-hoa-don-gtgt.html,Thông tư số 10/2014/TT-BTC quy định xử phạt vi phạm hành chính về hóa đơn,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-so-119-2014-tt-btc-ngay-25-8-2014.html,THÔNG TƯ Số 119/2014/TT- BTC Bỏ mức 1 tỷ áp dụng phương pháp khấu trừ thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-so-156-2013-tt-btc-huong-dan-thi-hanh-luat-quan-ly-thue.html,Thông tư Số 156/2013/TT-BTC hướng dẫn thi hành luật quản lý Thuế,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/thong-tu-so-178-tt-btc-ap-dung-bao-hiem-xa-hoi-viet-nam.html,Thông tư số 178/TT-BTC áp dụng bảo hiểm xã hội việt Nam,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,lao-dong-bao-hiem,Lao động - Bảo hiểm,mismatch
