href,title,from_topicLv1Key,from_topicLv1Label,from_topicLv2Key,from_topicLv2Label,planned_to_topicLv1Key,planned_to_topicLv1Label,actual_to_topicLv1Key,actual_to_topicLv1Label,status
thu-vien/cong-van-3723-tct-kk-quy-dinh-ve-viec-su-dung-hoa-don-gtgt.html,Công văn 3723/TCT-KK Quy định về việc sử dụng hóa đơn GTGT,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-3789-tct-cs-xu-phat-lam-mat-hoa-don-theo-hanh-vi.html,Công văn 3789/TCT-CS Xử phạt làm mất hóa đơn theo hành vi,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-4153-tct-cs-cach-viet-hoa-don-giam-30-thue-gtgt.html,Công văn 4153/TCT-CS hướng dẫn viết hoá đơn giảm 30% thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-4175-bhxh-pc-huong-dan-thuc-hien-qd-1018-qd-bhxh.html,Công văn 4175/BHXH-PC hướng dẫn thực hiện QĐ 1018/QĐ-BHXH,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/cong-van-4291-tct-cs-cho-phep-viet-tat-tren-hoa-don-gtgt.html,Công văn 4291/TCT-CS Cho phép viết tắt trên hóa đơn GTGT,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-457-cthn-ttht-hoa-don-dien-tu-chiet-khau-thuong-mai.html,Công văn 457/CTHN-TTHT hóa đơn điện tử chiết khấu thương mại,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-4613-ct-cs-khong-nop-thue-van-phai-ke-khai.html,Hộ cá nhân kinh doanh không phải nộp thuế vẫn phải nộp tờ khai,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-4818-tct-pc-diem-moi-muc-phat-ve-hoa-don-thue.html,"Công văn 4818/TCT-PC những điểm mới mức phạt về hóa đơn, thuế",van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-4868-tct-cs-nhung-noi-dung-moi-cua-nghi-dinh-123.html,Công văn 4868/TCT-CS Những nội dung mới của Nghị định 123,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-4943-tct-kk-ke-khai-bo-sung-hoa-don-dieu-chinh.html,"Công văn 4943/TCT-KK Hướng dẫn kê khai bổ sung, hóa đơn điều chỉnh",van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-5189-tct-cs-nhung-noi-dung-moi-cua-nghi-dinh-126.html,Công văn 5189/TCT-CS Những nội dung mới của Nghị định 126,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-5286-ct-tncn-huong-dan-quyet-toan-thue-tncn-2016.html,Công văn 5286/CT-TNCN hướng dẫn Quyết toán thuế TNCN 2016,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-5485-btc-tct-dang-ky-ke-khai-thue-theo-pp-khau-tru.html,Công văn 5485/BTC-TCT đăng ký kê khai thuế theo pp khấu trừ,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-560-ldtbxh-bhxh-tien-luong-thang-13-ko-phai-dong-bhxh.html,Công văn 560/LĐTBXH-BHXH Tiền thưởng lương tháng 13 có phải đóng BHXH?,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/cong-van-7040-ct-tncn-huong-dan-quyet-toan-thue-tncn-2018.html,Công văn 7040/CT-TNCN Hướng dẫn Quyết toán thuế TNCN 2018,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-767-tct-cs-gioi-thieu-noi-dung-moi-thong-tu-26.html,Công văn 767/TCT-CS giới thiệu nội dung mới của Thông tư 26/2015/TT-BTC,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-786-tct-cs-ca-nhan-gop-von-duoc-dung-tien-mat.html,Công văn 786/TCT-CS Cá nhân góp vốn có thể dùng tiền mặt,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-801-tct-tncn-ngay-2-3-2016-huong-dan-quyet-toan-thue-tncn.html,Công văn 801/TCT- TNCN Hướng dẫn quyết toán thuế TNCN năm 2015,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-845-tct-cntt-ke-hach-nang-cap-htkk-dap-ung-133.html,Công văn 845/TCT-CNTT kế hoạch nâng cấp HTKK đáp ứng TT 133,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-897-tct-qln-ve-viec-gia-han-nop-thue-do-covid.html,Công văn 897/TCT-QLN về việc gia hạn nộp thuế do Covid,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-huong-dan-ke-khai-hoa-don-dieu-chinh-hoa-don-thay-the.html,"Công văn hướng dẫn kê khai hóa đơn điều chỉnh, thay thế, bỏ sót",van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-huong-dan-quyet-toan-thue-tncn-2026.html,Công văn hướng dẫn quyết toán thuế TNCN 2026 cho năm 2025,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-huong-dan-quyet-toan-thue-tncn.html,Công văn hướng dẫn quyết toán thuế TNCN 2024 vào năm 2025,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-huong-dan-ve-thue-thu-nhap-ca-nhan.html,Các công văn hướng dẫn về thuế TNCN đáng chú ý nhất năm 2025,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-1685-tct-cs-quy-dinh-phu-cap-tien-dien-thoai-cho-nhan-vien.html,Công văn số 1685/TCT-CS quy định chi phí điện thoại cho nhân viên,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-17557-btc-tct-trien-khai-thuc-hien-luat-thue-gtgt.html,Công văn Số 17557/BTC-TCT triển khai thực hiện luật thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-17940-sldtbxh-vl-quy-dinh-ve-lao-dong.html,Công văn Số 17940/SLĐTBXH-VL quy định về lao động,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,lao-dong-bao-hiem,Lao động - Bảo hiểm,mismatch
thu-vien/cong-van-so-17963-btc-tct-tinh-thue-gtgt-theo-ty-le.html,Công văn số 17963/BTC-TCT tính thuế GTGT theo tỷ lệ %,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-18128-btc-tct-trien-khai-thuc-hien-luat-thue-gtgt.html,Công văn số 18128 /BTC-TCT triển khai thực hiện Luật thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-1839-tct-cs-nhung-noi-dung-moi-cua-tt-39.html,Công văn số 1839/TCT–CS Những nội dung mới của TT 39,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-4064-bhxh-thu-quy-dinh-ve-bhxh-bhyt-bhtn.html,"Công văn số 4064/BHXH-THU chính sách về BHXH, BHYT, BHTN",van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/cong-van-so-431-tct-tvqt-quy-dinh-hoa-don-ban-hang.html,Công văn số 431/TCT-TVQT ngày 14/2/2014 về quản lý và sử dụng hóa đơn (bán hàng),van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-4716-tct-cs-gioi-thieu-noi-dung-thong-tu-151-2014-tt-btc.html,Công văn Số 4716/TCT-CS giới thiệu nội dung Thông tư 151/2014/TT-BTC,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-586-tct-cs-tuyen-truyen-chinh-sach-thue-gtgt.html,Công văn số 586/TCT-CS tuyên truyền chính sách thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-7527-btc-tct-thanh-tra-kiem-tra-thue-cac-dn.html,"Công văn Số 7527/BTC-TCT thanh tra, kiểm tra thuế đối với các doanh nghiệp",van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,mismatch
thu-vien/cong-van-so-7924-btc-tchq-lam-thu-tuc-xuat-khau-quyet-toan-thue.html,"Công văn Số 7924/BTC-TCHQ làm thủ tục xuất khẩu, quyết toán thuế",van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-so-9531-ct-thnvdt-tinh-thue-gtgt-theo-phuong-phap-truc-tiep.html,Công văn số 9531/CT-THNVDT tính thuế GTGT theo phương pháp trực tiếp,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,thue,Thuế - Hóa đơn,ok
thu-vien/cong-van-xin-dang-ky-thang-bang-luong-gui-phong-lao-dong.html,Công văn đăng ký Thang bảng lương mới nhất,van-ban-phap-luat,Văn bản pháp luật,cong-van,Công văn,thue,Thuế - Hóa đơn,lao-dong-bao-hiem,Lao động - Bảo hiểm,mismatch
thu-vien/luat-106-2016-qh13-bo-sung-luat-thue-gtgt-quan-ly-thue-ttdb.html,"Luật 106/2016/QH13 sửa đổi, bổ sung Luật thuế GTGT, TTĐB và Quản lý thuế",van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-107-2016-qh13-luat-thue-xuat-nhap-khau.html,Luật 107/2016/QH13 Luật thuế Xuất Nhập khẩu,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-bao-hiem-xa-hoi-luat-so-58-2014-qh13.html,Luật Bảo Hiểm Xã Hội - Luật số 58/2014/QH13,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-bao-hiem-xa-hoi-moi-nhat.html,Luật bảo hiểm xã hội 2025 mới nhất số 41/2024/QH15,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-bao-hiem-y-te-sua-doi-moi-nhat-2025-so-51-2024-qh15.html,Luật bảo hiểm y tế sửa đổi mới nhất 2025 số 51/2024/QH15,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-cong-doan-moi-nhat.html,Luật công đoàn 2012 (Luật số: 12/2012/QH13),van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-cong-doan-so-50-2024-qh15.html,Luật công đoàn số 50/2024/QH15 mới nhất năm 2025,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-doanh-nghiep-so-59-2020-qh14-ngay-17-06-2020.html,Luật Doanh nghiệp số 59/2020/QH14 ngày 17/06/2020,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,ok
thu-vien/luat-ke-toan-luat-so-88-2015-qh13.html,Luật Kế toán - Luật số 88/2015/QH13,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,ke-toan,Kế toán,ke-toan,Kế toán,ok
thu-vien/luat-lam-viec-luat-so-38-2013-qh13.html,Luật số 38/2013/QH13 - Luật làm việc,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-quan-ly-thue-so-108-2025-qh15-hieu-luc-tu-01-07-2026.html,Luật Quản lý thuế số 108/2025/QH15 hiệu lực từ 01/07/2026,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-quan-ly-thue-so-38-2019-moi-nhat.html,Luật Quản lý thuế số 38/2019/QH14 mới nhất,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-so-31-2013-qh13-sua-doi-bo-sung-luat-thue-gtgt.html,Luật số 31/2013/QH13 Sửa đổi bổ sung Luật Thuế GTGT,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-so-46-2014-qh13-sua-doi-bo-sung-luat-bao-hiem-y-te.html,"Luật số 46/2014/QH13 - Sửa đổi, bổ sung Luật Bảo hiểm y tế",van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
thu-vien/luat-so-68-2014-qh13-luat-doanh-nghiep-2015.html,Luật Doanh nghiệp - Luật số 68/2014/QH13,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,mismatch
thu-vien/luat-so-71-2014-qh13-sua-doi-bo-sung-cac-luat-ve-thue.html,Luật sửa đổi bổ sung các luật về Thuế số 71/2014/QH13,van-ban-phap-luat,Văn bản pháp luật,luat-bo-luat,Luật - Bộ luật,lao-dong-bao-hiem,Lao động - Bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm,ok
