href,title,libraryKindLabel,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,target_topicLv1Key,target_topicLv1Label
thu-vien/mau-dang-ky-tam-ngung-kinh-doanh.html,Mẫu 23/ĐK-TCT theo thông tư 86/2024/TT-BTC,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-dang-ky-thuc-hien-khuyen-mai-km-2.html,Mẫu đăng ký thực hiện khuyến mại theo Nghị định 128 mới nhất 2025,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-dang-ky-to-chuc-hoi-cho-trien-lam-thuong-mai.html,"Mẫu đăng ký tổ chức hội chợ, triển lãm thương mại",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-danh-sach-chu-no-va-so-no-da-thanh-toan-de-giai-the-cong-ty.html,Mẫu danh sách chủ nợ và số nợ đã thanh toán để giải thể Công ty,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giau-uy-quyen-dang-ky-ma-so-thue-tncn.html,Mẫu giấy ủy quyền đăng ký mã số thuế cá nhân mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-de-nghi-dang-ky-cong-ty-co-phan.html,Mẫu giấy đề nghị đăng ký Công ty cổ phần 2025 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-de-nghi-dang-ky-cong-ty-hop-danh.html,Mẫu giấy đề nghị đăng ký Công ty hợp danh 2025 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-de-nghi-dang-ky-cong-ty-tnhh-hai-thanh-vien-tro-len.html,Mẫu giấy đề nghị đăng ký Công ty TNHH hai thành viên trở lên,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-de-nghi-dang-ky-doanh-nghiep-tu-nhan.html,Mẫu giấy đề nghị đăng ký doanh nghiệp tư nhân,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-de-nghi-dang-ky-doanh-nghiep.html,Mẫu giấy đề nghị đăng ký doanh nghiệp 2025,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-de-nghi-dang-ky-ho-kinh-doanh.html,Mẫu giấy đề nghị đăng ký hộ kinh doanh mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-uy-quyen-dang-ky-nguoi-phu-thuoc-giam-tru-gia-canh.html,Mẫu giấy ủy quyền đăng ký người phụ thuộc 2026 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-giay-uy-quyen-dang-ky-thue.html,Mẫu giấy ủy quyền đăng ký thuế 2026 - Mẫu số: 41/UQ-ĐKT,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-hop-dong-cho-vay-tien-cua-ca-nhan-doanh-nghiep.html,"Mẫu hợp đồng vay tiền cá nhân, công ty với công ty mới nhất",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-phu-luc-ii-1-thay-doi-noi-dung-dang-ky-doanh-nghiep.html,Mẫu Phụ lục II-1 theo Thông tư 01/2021 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-02-tndn-to-khai-thue-thu-nhap-doanh-nghiep.html,Mẫu số 02/TNDN tờ khai thuế thu nhập doanh nghiệp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-1c-tndn-phu-luc-thue-thu-nhap-doanh-nghiep-duoc-uu-dai.html,Mẫu số 03-1C/TNDN Phụ lục thuế thu nhập doanh nghiệp được ưu đãi theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-3a-tndn-phu-luc-thue-thu-nhap-doanh-nghiep-duoc-uu-dai.html,Mẫu số 03-3A/TNDN Phụ lục thuế thu nhập doanh nghiệp được ưu đãi theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-3b-tndn-phu-luc-thue-thu-nhap-doanh-nghiep-duoc-uu-dai.html,Mẫu số 03-3B/TNDN Phụ lục thuế TNDN được ưu đãi theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-3c-tndn-phu-luc-thue-thu-nhap-doanh-nghiep-duoc-uu-dai.html,Mẫu số 03-3C/TNDN Phụ lục thuế thu nhập doanh nghiệp được ưu đãi theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-3d-tndn-phu-luc-thue-thu-nhap-doanh-nghiep-duoc-uu-dai.html,Mẫu số 03-3D/TNDN Phụ lục thuế thu nhập doanh nghiệp được ưu đãi theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-4-tndn-phu-luc-thue-thu-nhap-doanh-nghiep-da-nop-o-nuoc-ngoai-theo-tt-80-2021.html,Mẫu số 03-4/TNDN Phụ lục thuế thu nhập doanh nghiệp đã nộp ở nước ngoài theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-8a-tndn-phu-luc-bang-phan-bo-so-thue-thu-nhap-doanh-nghiep-phai-nop.html,Mẫu số 03-8A/TNDN Phụ lục bảng phân bổ số thuế thu nhập doanh nghiệp phải nộp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-8b-tndn-phu-luc-bang-phan-bo-so-thue-thu-nhap-doanh-nghiep-phai-nop.html,Mẫu số 03-8B/TNDN Phụ lục bảng phân bổ số thuế thu nhập doanh nghiệp phải nộp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-8c-tndn-phu-luc-bang-phan-bo-so-thue-thu-nhap-doanh-nghiep-phai-nop.html,Mẫu số 03-8C/TNDN Phụ lục bảng phân bổ số thuế thu nhập doanh nghiệp phải nộp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-03-tndn-to-khai-quyet-toan-thue-thu-nhap-doanh-nghiep.html,Mẫu số 03/TNDN tờ khai quyết toán thuế thu nhập doanh nghiệp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-04-tndn-to-khai-thue-thu-nhap-doanh-nghiep.html,Mẫu số 04/TNDN tờ khai thuế thu nhập doanh nghiệp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-05-tndn-to-khai-thue-thu-nhap-doanh-nghiep.html,Mẫu số 05/TNDN Tờ khai thuế thu nhập doanh nghiệp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-06-tndn-to-khai-thue-thu-nhap-doanh-nghiep.html,Mẫu số 06/TNDN Tờ khai thuế thu nhập doanh nghiệp theo TT 80/2021,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-so-dang-ky-chung-tu-ghi-so-theo-thong-tu-99.html,Mẫu Sổ Đăng ký Chứng từ ghi sổ theo Thông tư 99,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-the-le-chuong-trinh-khuyen-mai-km-3.html,Mẫu thể lệ chương trình khuyến mại - Mẫu số 03 theo NĐ 128,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-thong-bao-dang-ky-sua-doi-bo-sung-chuong-trinh-khuyen-mai.html,"Mẫu thông báo đăng ký sửa đổi, bổ sung nội dung chương trình khuyến mại",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-thong-bao-thuc-hien-khuyen-mai-km-1.html,Mẫu thông báo thực hiện khuyến mại theo Nghị định 128 mới nhất 2025,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-thong-bao-ve-viec-cham-dut-hoat-dong-ho-kinh-doanh.html,Mẫu thông báo về việc chấm dứt hoạt động hộ kinh doanh,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-thong-bao-ve-viec-giai-the-doanh-nghiep-cong-ty.html,Mẫu thông báo về việc giải thể doanh nghiệp công ty,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-thong-bao-ve-viec-giai-the-doanh-nghiep-moi-nhat.html,Mẫu Thông báo về việc giải thể doanh nghiệp mới nhất năm 2025,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dang-ky-nguoi-phu-thuoc-giam-tru-gia-canh.html,Mẫu 20-ĐK-TCT Tờ khai đăng ký người phụ thuộc giảm trừ gia cảnh 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dang-ky-su-dung-chung-tu-khau-tru-thue-tncn-dien-tu.html,Mẫu Tờ khai đăng ký sử dụng chứng từ khấu trừ thuế TNCN điện tử Theo NĐ 70 2025,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dang-ky-su-dung-hoa-don-dien-tu.html,Mẫu tờ khai đăng ký sử dụng hóa đơn điện tử,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dang-ky-thay-doi-thong-tin-su-dung-chung-tu-dien-tu.html,Mẫu tờ khai đăng ký/thay đổi thông tin sử dụng chứng từ điện tử,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dang-ky-thu-01-dk-tct.html,Mẫu 01-ĐK-TCT Tờ khai đăng ký thuế theo thông tư 86/2024/TT-BTC,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dang-ky-thue-nha-thau-theo-thong-tu-86.html,Mẫu 04.1-ĐK-TCT tờ khai đăng ký thuế nhà thầu theo Thông tư số 86/2024/TT-BTC,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-dieu-chinh-bo-sung-thong-tin-dang-ky-thue-08-mst.html,Mẫu 08-MST theo thông tư 86/2024/TT-BTC mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-doanh-nghiep-ke-khai-thay-thue-cho-thue-nha.html,Mẫu tờ khai doanh nghiệp kê khai thuế thay cho chủ nhà 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-quyet-toan-thue-thu-nhap-doanh-nghiep-03-tndn.html,Mẫu Tờ khai quyết toán thuế thu nhập doanh nghiệp Mẫu số 03/TNDN,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-quyet-toan-thue-thu-nhap-doanh-nghiep-mau-03-tndn.html,Mẫu Tờ khai quyết toán thuế thu nhập doanh nghiệp Mẫu 03/TNDN theo TT 151,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
thu-vien/mau-to-khai-thong-tin-nguoi-nop-ho-so-de-giai-the-dntn.html,Mẫu tờ khai thông tin người nộp hồ sơ để giải thể DNTN,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-doanh-nghiep-thu-tuc,Mẫu biểu doanh nghiệp - thủ tục,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục
