href,title,topicLv2Key,topicLv2Label,planned_to_topicLv3Key,planned_to_topicLv3Label,actual_to_topicLv3Key,actual_to_topicLv3Label,status
thu-vien/tai-khoan-131-phai-thu-cua-khach-hang-theo-tt-133.html,Tải khoản 131 Phải thu khách hàng theo TT 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-136-phai-thu-noi-bo-theo-thong-tu-133.html,Tài khoản 136 Phải thu nội bộ theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-138-phai-thu-khac-theo-thong-tu-133.html,Tài khoản 138 Phải thu khác theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-141-tam-ung-theo-thong-tu-133.html,Tài khoản 141 Tạm ứng theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-151-hang-mua-dang-di-duong-theo-thong-tu-133.html,Tài khoản 151 Hàng mua đang đi đường theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-152-nguyen-vat-lieu-theo-thong-tu-133.html,Tài khoản 152 Nguyên vật liệu theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-153-cong-cu-dung-cu-theo-thong-tu-133.html,Tài khoản 153 Công cụ dụng cụ theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-154-chi-phi-san-xuat-kinh-doanh-do-dang-theo-tt-133.html,Tài khoản 154 Chi phí sản xuất kinh doanh dở dang theo TT 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-155-thanh-pham-theo-thong-tu-133.html,Tài khoản 155 Thành phẩm theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-156-hang-hoa-theo-thong-tu-133.html,Tài khoản 156 Hàng hóa theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-157-hang-gui-ban-theo-thong-tu-133.html,Tài khoản 157 Hàng gửi bán theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-211-tai-san-co-dinh-theo-thong-tu-133.html,Tài khoản 211 Tài sản cố định theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/tai-khoan-214-hao-mon-tai-san-co-dinh-theo-thong-tu-133.html,Tài khoản 214 Hao mòn tài sản cố định theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/tai-khoan-217-bat-dong-san-dau-tu-theo-thong-tu-133.html,Tài khoản 217 Bất động sản đầu tư theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/tai-khoan-228-dau-tu-gop-von-vao-don-vi-khac-theo-tt-133.html,Tài khoản 228 Đầu tư góp vốn vào đơn vị khác theo TT 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/tai-khoan-229-du-phong-ton-that-tai-san-theo-thong-tu-133.html,Tài khoản 229 Dự phòng tổn thất tài sản theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/tai-khoan-241-xay-dung-co-ban-do-dang-theo-thong-tu-133.html,Tài khoản 241 Xây dựng cơ bản dở dang theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/tai-khoan-242-chi-phi-tra-truoc-theo-thong-tu-133.html,Tài khoản 242 Chi phí trả trước theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/tai-khoan-331-phai-tra-nguoi-ban-theo-thong-tu-133.html,Tài khoản 331 Phải trả người bán theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-333-thue-va-cac-khoan-phai-nop-nha-nuoc-theo-tt-133.html,Tài khoản 333 Thuế và các khoản phải nộp nhà nước theo TT 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/tai-khoan-335-chi-phi-phai-tra-theo-thong-tu-133.html,Tài khoản 335 Chi phí phải trả theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-336-phai-tra-noi-bo-theo-thong-tu-133.html,Tài khoản 336 - Phải trả nội bộ theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-338-phai-tra-phai-nop-khac-theo-thong-tu-133.html,"Tài khoản 338 Phải trả, phải nộp khác theo Thông tư 133",tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-341-vay-va-no-thue-tai-chinh-theo-thong-tu-133.html,Tài khoản 341 Vay và nợ thuê tài chính theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/tai-khoan-352-du-phong-phai-tra-theo-thong-tu-133.html,Tài khoản 352 Dự phòng phải trả theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/tai-khoan-353-quy-khen-thuong-phuc-loi-theo-thong-tu-133.html,"Tài khoản 353 Quỹ khen thưởng, phúc lợi theo Thông tư 133",tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/tai-khoan-356-quy-phat-trien-khoa-hoc-va-cong-nghe-theo-tt-133.html,Tài khoản 356 Quỹ phát triển khoa học và công nghệ theo TT 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/tai-khoan-411-von-dau-tu-cua-chu-so-huu-theo-thong-tu-133.html,Tài khoản 411 Vốn đầu tư của chủ sở hữu theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/tai-khoan-413-chenh-lech-ty-gia-hoi-doai-theo-thong-tu-133.html,Tài khoản 413 - Chênh lệch tỷ giá hối đoái theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/tai-khoan-418-cac-quy-thuoc-von-chu-so-huu-theo-thong-tu-133.html,Tài khoản 418 Các quỹ thuộc vốn chủ sở hữu theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/tai-khoan-419-co-phieu-quy-theo-thong-tu-133.html,Tài khoản 419 Cổ phiếu quỹ theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/tai-khoan-421-loi-nhuan-sau-thue-chua-phan-phoi-theo-thong-tu-133.html,Tài khoản 421 Lợi nhuận sau thuế chưa phân phối theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/tai-khoan-511-doanh-thu-ban-hang-dich-vu-theo-thong-tu-133.html,Tài khoản 511 Doanh thu bán hàng và cung cấp dịch vụ theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/tai-khoan-515-doanh-thu-hoat-dong-tai-chinh-theo-thong-tu-133.html,Tài khoản 515 Doanh thu hoạt động tài chính theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/tai-khoan-611-mua-hang-theo-thong-tu-133.html,Tài khoản 611 Mua hàng theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-631-gia-thanh-san-xuat-theo-thong-tu-133.html,Tài khoản 631 Giá thành sản xuất theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-632-gia-von-hang-ban-theo-thong-tu-133.html,Tài khoản 632 Giá vốn hàng bán theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/tai-khoan-635-chi-phi-tai-chinh-theo-thong-tu-133.html,Tài khoản 635 Chi phí tài chính theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/tai-khoan-642-chi-phi-quan-ly-kinh-doanh-theo-thong-tu-133.html,Tài khoản 642 Chi phí quản lý kinh doanh theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/tai-khoan-711-thu-nhap-khac-theo-thong-tu-133.html,Tài khoản 711 Thu nhập khác theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/tai-khoan-811-chi-phi-khac-theo-thong-tu-133.html,Tài khoản 811 Chi phí khác theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/tai-khoan-911-xac-dinh-ket-qua-kinh-doanh-theo-thong-tu-133.html,Tài khoản 911 Xác định kết quả kinh doanh theo Thông tư 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/thu-tuc-thanh-ly-tai-san-co-dinh-da-va-chua-het-khau-hao.html,Thủ tục thanh lý TSCĐ - Cách hạch toán thanh lý TSCĐ,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
