href,title,topicLv2Key,topicLv2Label,planned_to_topicLv3Key,planned_to_topicLv3Label,actual_to_topicLv3Key,actual_to_topicLv3Label,status
thu-vien/cach-hach-toan-chi-phi-dao-tao-nhan-vien.html,Quy định về Chi phí đào tạo nhân viên của Doanh nghiệp,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chi-phi-khac-tk-811.html,Cách hạch toán chi phí khác - Tài khoản 811 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chi-phi-lai-vay-phai-tra.html,Cách hạch toán chi phí lãi vay phải trả,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-chi-phi-nguyen-lieu-vat-lieu-truc-tiep-tk-621.html,"Cách hạch toán Chi phí nguyên liệu, vật liệu trực tiếp Tài khoản 621 theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-chi-phi-nhan-cong-truc-tiep-tk-622.html,Cách hạch toán Chi phí nhân công trực tiếp Tài khoản 622 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-chi-phi-phai-tra-tk-335.html,Cách hạch toán chi phí phải trả - Tài khoản 335 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-chi-phi-quan-ly-doanh-nghiep-tk-642.html,Cách hạch toán Chi phí quản lý doanh nghiệp Tài khoản 642 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chi-phi-san-xuat-chung-tk-627.html,Cách hạch toán Chi phí sản xuất chung Tài khoản 627 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-chi-phi-san-xuat-kinh-doanh-do-dang-tk-154.html,"Cách hạch toán chi phí sản xuất, kinh doanh dỡ dang - TK 154 theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-chi-phi-su-dung-may-thi-cong-tk-623.html,Cách hạch toán Chi phí sử dụng máy thi công Tài khoản 623 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-chi-phi-sua-chua-nang-cap-tai-san-co-dinh.html,"Cách hạch toán chi phí Sửa chữa, Nâng cấp Tài sản cố định",tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-chi-phi-tai-chinh-tk-635.html,Cách hạch toán Chi phí tài chính Tài khoản 635 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chi-phi-tien-thue-nha.html,"Cách hạch toán chi phí thuê văn phòng, kho, thuê nhà xưởng.",tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-chi-phi-tra-truoc-dai-han-tk-242.html,Cách hạch toán chi phí trả trước - Tải khoản 242 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-chi-phi-tra-truoc-ngan-han-tk-142.html,Cách hạch toán chi phí trả trước ngắn hạn TK – 142,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chi-su-nghiep-tk-161.html,Cách hạch toán chi sự nghiệp - Tài khoản 161 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-chiet-khau-thanh-toan.html,Cách hạch toán chiết khấu thanh toán theo TT 200 và 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-chiet-khau-thuong-mai-khi-mua-ban-hang.html,Cách hạch toán Chiết khấu thương mại theo thông tư 200 và TT 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chiet-khau-thuong-mai-tk-521.html,Cách hạch toán Tài khoản 521 - Các khoản giảm trừ doanh thu theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-chung-khoan-kinh-doanh-tai-khoan-121-theo-tt-200.html,Cách hạch toán Chứng khoán kinh doanh – TK 121 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,ok
thu-vien/cach-hach-toan-co-phieu-quy-tai-khoan-419.html,Cách hạch toán cổ phiếu quỹ - Tài khoản 419 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-cong-cu-dung-cu-tk-153.html,"Cách hạch toán công cụ, dụng cụ - Tài khoản 153 theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-dau-tu-dai-han-tk-228.html,Cách hạch toán đầu tư khác - Tài khoản 228 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-dau-tu-nam-giu-den-ngay-dao-han-tai-khoan-128-theo-tt-200.html,Cách hạch toán đầu tư nắm giữ đến ngày đáo hạn – Tài khoản 128 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,ok
thu-vien/cach-hach-toan-dau-tu-vao-cong-ty-con-tk-221.html,Cách hạch toán đầu tư vào công ty con - Tài khoản 221 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-doanh-thu-ban-hang-va-cung-cap-dich-vu-tk-511.html,Cách hạch toán Doanh thu bán hàng và cung cấp dịch vụ Tài khoản 511 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-doanh-thu-hoat-dong-tai-chinh-tk-515.html,Cách hạch toán doanh thu hoạt động tài chính - Tài khoản 515 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,doanh-thu-chi-phi-kqkd,Doanh thu/Chi phí/KQKD,ok
thu-vien/cach-hach-toan-du-phong-giam-gia-dau-tu-dai-han-tk-229.html,Cách hạch toán Dự phòng tổn thất tài sản - Tài khoản 229 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-du-phong-giam-gia-hang-ton-kho-tk-159.html,Cách hạch toán dự phòng giảm giá hàng tồn kho - Tài khoản 159,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-du-phong-giam-gia-hang-ton-kho.html,Cách hạch toán dự phòng giảm giá hàng tồn kho theo TT 200 và 133,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-du-phong-phai-tra-tk-352.html,Cách hạch toán dự phòng phải trả - Tài khoản 352 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-gia-thanh-san-xuat-tk-631.html,Cách hạch toán Giá thành sản xuất Tài khoản 631 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-gia-von-ban-hang-tai-khoan-632.html,Cách hạch toán Giá vốn hàng bán Tài khoản 632 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-gia-von-hang-ban-dich-vu.html,"Cách hạch toán giá vốn hàng bán, dịch vụ theo TT 200 và 133",tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-giao-dich-mua-ban-lai-trai-phieu-chinh-phu.html,"Cách hạch toán Giao dịch mua, bán lại trái phiếu Chính phủ Tải khoản 171",tai-khoan-hach-toan,Tài khoản - Hạch toán,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,ok
thu-vien/cach-hach-toan-hang-gia-cong-theo-tt-200-va-qd-48.html,Cách hạch toán hàng gia công (Bên gửi đi - bên nhận),tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-hang-gui-di-ban-tk-157.html,Cách hạch toán hàng gửi đi bán - Tài khoản 157 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-hang-hoa-kho-bao-thue-tk-158.html,Cách hạch toán hàng hóa kho bảo thuế - Tài khoản 158 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-hang-hoa-tk-156.html,Cách hạch toán hàng hóa - Tài khoản 156 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-hang-khuyen-mai-quang-cao-hang-mau.html,"Cách hạch toán hàng khuyến mãi, quảng cáo không thu tiền",tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-hang-mua-dang-di-duong-tk-151.html,Cách hạch toán hàng mua đang đi đường - Tài khoản 151 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-hang-mua-tra-cham-tra-gop.html,Cách hạch toán hàng bán trả chậm trả góp,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-hang-nhap-khau.html,Cách hạch toán hàng nhập khẩu - Thuế nhập khẩu,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-hang-tieu-dung-noi-bo.html,"Cách hạch toán tiêu dùng nội bộ theo Thông tư 99, TT133, TT200",tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-hao-mon-tai-san-co-dinh-tk-214.html,Cách hạch toán hao mòn tài sản cố định - Tài khoản 214 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-hop-dong-hop-tac-kinh-doanh.html,Quy định về hợp đồng hợp tác kinh doanh,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-ky-quy-ky-cuoc-dai-han-tk-244.html,"Cách hạch toán Cầm cố, thế chấp, ký quỹ, ký cược - Tài khoản 244 theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-loi-nhuan-chua-phan-phoi-tk-421.html,Cách hạch toán Lợi nhuận sau thuế chưa phân phối Tài khoản 421 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-mang-tscd-di-gop-von-vao-cong-ty-lien-doanh.html,"Cách hạch toán mang TSCĐ đi góp vốn vào công ty liên doanh, liên kết trên Misa",tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-mua-ccdc-ve-nhap-kho-sau-do-xuat-kho-su-dung.html,Cách hạch toán mua CCDC về nhập kho sau đó xuất kho ra sử dụng trên Misa,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-nguon-kinh-phi-su-nghiep-tk-461.html,Cách hạch toán nguồn kinh phí sự nghiệp Tài khoản 461 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-nguon-von-dau-tu-xay-dung-co-ban-tk-441.html,Cách hạch toán nguồn vốn đầu tư xây dựng cơ bản Tài khoản 441 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-nguon-von-kinh-doanh-tk-411.html,Cách hạch toán Vốn đầu tư của chủ sở hữu Tài khoản 411 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-nguyen-lieu-vat-lieu-tk-152.html,"Cách hạch toán nguyên liệu, vật liệu - Tài khoản 152 theo TT 20",tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-nhap-kho-thanh-pham.html,Cách hạch toán nhập kho thành phẩm,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-nhat-ky-quy-ky-cuoc-dai-han-tk-344.html,"Cách hạch toán Nhận ký quỹ, ký cược - Tài khoản 344 theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-nhuong-ban-tai-san-co-dinh-thu-tuc-nhuong-ban.html,Thủ tục nhượng bán TSCĐ - Hạch toán nhượng bán TSCĐ,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-no-dai-han-den-han-tra-tk-315.html,Cách hạch toán nợ dài hạn đến hạn trả - Tài khoản 315,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-phai-thu-cua-khach-hang-tai-khoan-131-theo-tt-200.html,Cách hạch toán phải thu của khách hàng – Tài khoản 131 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-phai-thu-khac-tk-138.html,Cách hạch toán phải thu khác - Tài khoản 138 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-phai-thu-noi-bo-tai-khoan-136-theo-tt-200.html,Cách hạch toán phải thu nội bộ - Tài khoản 136 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-phai-tra-cho-nguoi-ban-tk-331.html,Cách hạch toán phải trả cho người bán - Tài khoản 331 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-phai-tra-noi-bo-tk-336.html,Cách hạch toán phải trả nội bộ - Tài khoản 336 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-phai-tra-phai-nop-khac-tk-338.html,"Cách hạch toán phải trả, phải nộp khác - Tài khoản 338 theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-phan-bo-cong-cu-dung-cu.html,Cách Hạch toán công cụ dụng cụ - phân bổ CCDC,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-quy-binh-on-gia-tai-khoan-357.html,Cách hạch toán Quỹ bình ổn giá Tài khoản 357 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-quy-dau-tu-phat-trien-tk-414.html,Cách hạch toán quỹ đầu tư phát triển - Tài khoản 414 theo tt 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-quy-du-phong-tro-cap-mat-viec-lam-tk-351.html,Cách hạch toán quỹ dự phòng trợ cấp mất việc làm - TK 351,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-quy-ho-tro-sap-xep-doanh-nghiep.html,Cách hạch toán Quỹ hỗ trợ sắp xếp doanh nghiệp Tài khoản 417 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
